,2*spin,3*charge,PythiaId,id,lifetime*c/mm,mass/GeV,max_Dm/GeV,name,width/GeV
469,2,-1,-4303,-4303,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-cs_1,0.0000000e+00
470,2,3,10323,10323,0.0000000e+00,1.2720000e+00,2.0000000e-01,K_1+,9.0000000e-02
471,0,-3,-37,-37,0.0000000e+00,3.1000000e+02,0.0000000e+00,Higgs-,7.0022575e+00
472,0,0,-10311,-10311,0.0000000e+00,1.4250000e+00,6.0000000e-01,anti-K_0*0,2.7000000e-01
473,3,0,-4314,-4314,0.0000000e+00,2.6459000e+00,0.0000000e+00,anti-Xi_c*0,0.0000000e+00
474,1,3,-3312,-3312,4.9135984e+01,1.3217100e+00,0.0000000e+00,anti-Xi+,0.0000000e+00
475,2,0,0,-100423,0.0000000e+00,2.6400000e+00,0.0000000e+00,anti-D*(2S)0,0.0000000e+00
476,2,2,-1103,-1103,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-dd_1,0.0000000e+00
477,1,1,-7,-7,0.0000000e+00,4.0000000e+02,0.0000000e+00,anti-b',0.0000000e+00
478,0,-3,-10211,-9000211,0.0000000e+00,9.8000000e-01,5.0000000e-02,a_0-,7.5000000e-02
479,1,0,-16,-16,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-nu_tau,0.0000000e+00
480,2,0,32,32,0.0000000e+00,5.0000000e+02,0.0000000e+00,Z'0,0.0000000e+00
481,2,0,21,21,0.0000000e+00,0.0000000e+00,0.0000000e+00,g,0.0000000e+00
482,1,0,16,16,0.0000000e+00,0.0000000e+00,0.0000000e+00,nu_tau,0.0000000e+00
483,1,2,4,4,0.0000000e+00,1.3500000e+00,0.0000000e+00,c,0.0000000e+00
484,6,0,100557,100557,0.0000000e+00,1.0444300e+01,0.0000000e+00,Upsilon_3(2D),0.0000000e+00
485,3,0,0,13124,0.0000000e+00,1.6900000e+00,3.0000000e-01,Lambda(1690)0,6.0000000e-02
486,0,0,10221,9010221,0.0000000e+00,9.9000000e-01,5.0000000e-03,f_0,7.0000000e-02
487,0,0,0,100111,0.0000000e+00,1.3000000e+00,5.0000000e-01,pi(2S)0,4.0000000e-01
488,3,3,4214,4214,0.0000000e+00,2.5175000e+00,3.0000000e-02,Sigma_c*+,2.0000000e-03
489,1,0,0,23212,0.0000000e+00,1.7500000e+00,4.5000000e-01,Sigma(1750)0,9.0000000e-02
490,2,-3,-10413,-10413,0.0000000e+00,2.4230000e+00,2.7000000e-01,D_1-,2.0006450e-02
491,0,2,-5101,-5101,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-bd_0,0.0000000e+00
492,2,-3,-10543,-10543,0.0000000e+00,7.3000000e+00,6.0000000e-02,B_c1-,0.0000000e+00
493,0,3,0,100411,0.0000000e+00,2.5800000e+00,0.0000000e+00,D(2S)+,0.0000000e+00
494,3,-3,-4214,-4214,0.0000000e+00,2.5175000e+00,3.0000000e-02,anti-Sigma_c*-,2.0000000e-03
495,1,0,-5122,-5122,4.1371359e-01,5.6195000e+00,0.0000000e+00,anti-Lambda_b0,0.0000000e+00
496,2,0,0,30113,0.0000000e+00,1.7200000e+00,5.0000000e-01,rho(3S)0,2.5000000e-01
497,2,2,-5503,-5503,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-bb_1,0.0000000e+00
498,1,-3,5112,5112,0.0000000e+00,5.8155000e+00,1.0000000e-04,Sigma_b-,4.9000000e-03
499,1,0,0,-23212,0.0000000e+00,1.7500000e+00,4.5000000e-01,anti-Sigma(1750)0,9.0000000e-02
500,3,-6,-4224,-4224,0.0000000e+00,2.5179000e+00,9.2000000e-02,anti-Sigma_c*--,1.4900000e-02
501,3,6,4224,4224,0.0000000e+00,2.5179000e+00,9.2000000e-02,Sigma_c*++,1.4900000e-02
502,0,0,0,530,4.6074353e-01,5.3663000e+00,0.0000000e+00,B_s0H,0.0000000e+00
503,1,3,-17,-17,0.0000000e+00,4.0000000e+02,0.0000000e+00,L+,0.0000000e+00
504,1,0,-5232,-5232,4.2570529e-01,5.7931000e+00,0.0000000e+00,anti-Xi_b0,0.0000000e+00
505,2,0,22,22,0.0000000e+00,0.0000000e+00,0.0000000e+00,gamma,0.0000000e+00
506,0,0,0,30643,0.0000000e+00,1.6000000e+00,9.6700000e-01,Xdd,5.0000000e-01
507,0,0,0,-30643,0.0000000e+00,1.6000000e+00,9.6700000e-01,anti-Xdd,5.0000000e-01
508,0,3,0,30653,0.0000000e+00,1.6000000e+00,9.6700000e-01,Xdu+,5.0000000e-01
509,0,-3,0,-30653,0.0000000e+00,1.6000000e+00,9.6700000e-01,anti-Xdu-,5.0000000e-01
510,4,0,0,9000113,5.9796000e-13,1.3540000e+00,0.0000000e+00,pi(1)(1400)0,3.3000000e-01
511,4,3,0,9000213,5.9796000e-13,1.3540000e+00,0.0000000e+00,pi(1)(1400)+,3.3000000e-01
512,0,0,0,9020221,3.8616000e-12,1.4088000e+00,0.0000000e+00,eta(1405),5.1000000e-02
513,0,0,0,10111,7.4463000e-13,1.4740000e+00,0.0000000e+00,a(0)(1450)0,2.6500000e-01
514,0,3,0,10211,7.4463000e-13,1.4740000e+00,0.0000000e+00,a(0)(1450)+,2.6500000e-01
515,0,0,0,100331,2.3215000e-12,1.4760000e+00,0.0000000e+00,eta(1475),8.5000000e-02
516,4,0,0,9010113,8.2220000e-13,1.6620000e+00,0.0000000e+00,pi(1)(1600)0,2.4100000e-01
517,4,3,0,9010213,8.2220000e-13,1.6620000e+00,0.0000000e+00,pi(1)(1600)+,2.4100000e-01
518,8,0,0,10225,1.0902000e-12,1.6170000e+00,0.0000000e+00,eta(2)(1645),1.8100000e-01
519,12,0,0,227,1.1746000e-12,1.6670000e+00,0.0000000e+00,omega(3)(1670),1.6800000e-01
520,8,0,0,10115,7.5895000e-13,1.6722000e+00,0.0000000e+00,pi(2)(1670)0,2.6000000e-01
521,8,3,0,10215,7.5895000e-13,1.6722000e+00,0.0000000e+00,pi(2)(1670)+,2.6000000e-01
522,12,0,0,117,1.2256000e-12,1.6888000e+00,0.0000000e+00,rho(3)(1690)0,1.6100000e-01
523,12,3,0,217,1.2256000e-12,1.6888000e+00,0.0000000e+00,rho(3)(1690)+,1.6100000e-01
524,0,0,0,10331,1.4617000e-12,1.7220000e+00,0.0000000e+00,f(0)(1710),1.3500000e-01
525,0,0,0,9010111,9.4869000e-13,1.8120000e+00,0.0000000e+00,pi(1800)0,2.0800000e-01
526,0,3,0,9010211,9.4869000e-13,1.8120000e+00,0.0000000e+00,pi(1800)+,2.0800000e-01
527,12,0,0,337,2.2681000e-12,1.8540000e+00,0.0000000e+00,phi(3)(1850),8.7000000e-02
528,8,0,0,9050225,4.1807000e-13,1.9440000e+00,0.0000000e+00,f(2)(1950),4.7200000e-01
529,8,0,0,9060225,9.8663000e-13,2.0110000e+00,0.0000000e+00,f(2)(2010),2.0200000e-01
530,16,0,0,119,7.7383000e-13,1.9960000e+00,0.0000000e+00,a(4)(2040)0,2.5500000e-01
531,16,3,0,219,7.7383000e-13,1.9960000e+00,0.0000000e+00,a(4)(2040)+,2.5500000e-01
532,16,0,0,229,8.3260000e-13,2.0180000e+00,0.0000000e+00,f(4)(2050),2.3700000e-01
533,8,0,0,9080225,1.3155000e-12,2.2970000e+00,0.0000000e+00,f(2)(2300),1.4900000e-01
534,8,0,0,9090225,6.1665000e-13,2.3390000e+00,0.0000000e+00,f(2)(2340),3.1900000e-01
535,8,0,0,10315,1.0609000e-12,1.7730000e+00,0.0000000e+00,K(2)(1770)0,1.8600000e-01
536,8,3,0,10325,1.0609000e-12,1.7730000e+00,0.0000000e+00,K(2)(1770)+,1.8600000e-01
537,8,0,0,20315,7.1495000e-13,1.8160000e+00,0.0000000e+00,K(2)(1820)0,2.7600000e-01
538,8,3,0,20325,7.1495000e-13,1.8160000e+00,0.0000000e+00,K(2)(1820)+,2.7600000e-01
